顾客编号,销售金额,销售日期
832,154.68000000000004,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-18
833,362.78,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-242015-01-242015-01-242015-01-242015-01-242015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-03-022015-03-022015-04-252015-04-25
834,1412.82,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-252015-02-252015-02-252015-02-252015-02-252015-02-282015-02-282015-02-282015-02-282015-02-282015-02-282015-02-282015-03-022015-03-022015-03-022015-03-022015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-192015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
835,433.44999999999993,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-212015-01-212015-01-212015-01-212015-01-212015-02-012015-02-012015-02-012015-02-012015-02-012015-02-052015-02-132015-02-132015-02-132015-02-132015-02-162015-02-162015-02-252015-02-252015-02-252015-02-252015-02-282015-02-282015-02-282015-03-042015-03-042015-03-042015-03-042015-03-042015-03-082015-03-082015-03-082015-03-082015-03-112015-03-112015-03-112015-03-112015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-202015-03-202015-03-202015-03-232015-03-272015-03-272015-03-272015-03-272015-03-272015-03-282015-03-282015-03-282015-03-282015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-072015-04-072015-04-072015-04-072015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-292015-04-29
836,605.6300000000001,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-182015-02-182015-02-182015-02-182015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-22
837,230.04000000000002,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-21
838,83.19,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-03-152015-03-152015-03-152015-03-152015-03-15
839,719.4499999999996,2015-01-182015-01-182015-01-182015-01-182015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-02-112015-02-112015-02-112015-03-112015-03-112015-03-11
840,61.13,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-18
841,916.4400000000002,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-19
842,629.4599999999999,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-032015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-03-272015-03-272015-03-272015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-082015-04-082015-04-082015-04-08
843,386.99999999999994,2015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-132015-03-132015-03-132015-03-182015-03-182015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-102015-04-10
844,83.25000000000001,2015-01-182015-01-182015-01-272015-01-272015-01-272015-01-272015-01-272015-04-142015-04-142015-04-14
845,524.5899999999999,2015-01-182015-01-182015-01-222015-01-222015-01-242015-01-242015-01-252015-01-252015-01-252015-01-252015-01-252015-01-272015-01-272015-01-272015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-03-052015-03-052015-03-052015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-122015-03-122015-03-122015-03-252015-03-252015-03-252015-03-252015-04-012015-04-012015-04-062015-04-06
846,261.40000000000003,2015-01-182015-02-162015-02-162015-02-162015-02-242015-02-242015-02-242015-03-102015-03-152015-03-152015-04-032015-04-032015-04-032015-04-032015-04-032015-04-212015-04-21
847,954.9499999999999,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-262015-02-262015-02-262015-02-262015-02-272015-03-102015-03-102015-03-102015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-082015-04-082015-04-082015-04-082015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-262015-04-262015-04-262015-04-282015-04-282015-04-282015-04-282015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
848,23.61,2015-01-192015-01-192015-01-192015-01-192015-01-19
849,575.0399999999998,2015-01-192015-01-192015-02-102015-02-102015-02-102015-02-102015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-04-10
850,18.75,2015-01-192015-01-192015-01-19
851,117.65999999999998,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-192015-04-192015-04-192015-04-192015-04-192015-04-19
852,53.599999999999994,2015-01-192015-01-19
853,486.05999999999995,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-242015-02-122015-02-122015-02-152015-02-152015-02-152015-02-152015-02-152015-02-272015-02-272015-02-272015-02-272015-03-092015-03-092015-03-092015-03-112015-03-112015-03-132015-03-132015-03-132015-03-132015-03-172015-03-172015-03-202015-03-202015-03-202015-03-202015-03-202015-03-242015-03-242015-03-242015-03-252015-03-252015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
854,52.2,2015-01-192015-01-192015-01-192015-02-162015-02-16
855,53.3,2015-01-192015-01-192015-01-192015-01-192015-01-19
856,27.02,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-19
857,404.5899999999999,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-03-102015-03-102015-03-102015-03-102015-03-102015-03-252015-03-252015-03-252015-03-252015-03-252015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-302015-04-30
858,126.89000000000001,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-032015-03-03
859,158.76000000000002,2015-01-192015-01-192015-01-192015-01-192015-01-232015-01-232015-01-232015-01-232015-01-232015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-02-082015-02-082015-02-08
860,156.35000000000002,2015-01-192015-01-192015-01-192015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-16
861,123.55000000000001,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-21
862,190.9500000000001,2015-01-192015-01-192015-01-192015-01-192015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-282015-02-282015-02-282015-02-282015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-162015-03-162015-03-162015-03-162015-03-16
863,97.1,2015-01-192015-01-192015-01-192015-01-192015-02-102015-02-102015-02-102015-02-102015-02-10
864,26.6,2015-01-192015-01-192015-01-192015-01-19
865,194.53000000000003,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-02-022015-02-022015-02-022015-02-022015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-06
866,807.8399999999995,2015-01-192015-01-192015-01-192015-01-192015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-162015-02-162015-02-182015-02-182015-03-122015-03-122015-03-122015-03-122015-03-122015-03-302015-03-302015-03-302015-03-302015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-152015-04-152015-04-152015-04-152015-04-182015-04-182015-04-182015-04-182015-04-182015-04-212015-04-212015-04-212015-04-21
867,147.17,2015-01-192015-01-192015-01-192015-01-192015-01-272015-01-272015-01-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-27
868,185.32,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-202015-01-202015-01-202015-01-20
869,29.6,2015-01-192015-01-192015-01-192015-01-19
870,24.4,2015-01-192015-01-192015-04-21
871,855.8499999999998,2015-01-192015-01-192015-01-192015-02-152015-02-212015-02-212015-02-212015-02-212015-02-212015-02-232015-02-232015-02-232015-02-232015-02-232015-03-052015-03-052015-03-052015-03-072015-03-072015-03-072015-03-072015-03-092015-03-092015-03-092015-03-152015-03-172015-03-172015-03-222015-03-222015-03-222015-04-042015-04-042015-04-042015-04-042015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-142015-04-142015-04-142015-04-152015-04-152015-04-152015-04-152015-04-21
872,27.83,2015-01-192015-01-192015-01-192015-01-192015-01-19
873,61.989999999999995,2015-01-192015-03-182015-03-18
874,246.04000000000008,2015-01-192015-03-182015-03-182015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-04-182015-04-182015-04-182015-04-182015-04-182015-04-222015-04-222015-04-222015-04-222015-04-22
875,268.15000000000003,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
876,95.48,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-19
877,320.42999999999995,2015-01-192015-01-192015-01-192015-01-192015-01-192015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-192015-03-302015-03-302015-03-302015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-22
878,166.60000000000002,2015-01-192015-01-192015-01-192015-01-192015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-272015-01-272015-01-272015-03-242015-03-242015-03-242015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-04-272015-04-272015-04-272015-04-272015-04-272015-04-27
879,255.23000000000008,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-202015-01-202015-02-122015-02-122015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-282015-04-282015-04-282015-04-28
880,57.300000000000004,2015-01-192015-01-192015-01-192015-01-192015-01-192015-02-012015-02-01
881,147.62000000000003,2015-01-192015-01-192015-01-212015-01-212015-01-212015-01-312015-01-312015-01-312015-01-312015-02-072015-02-072015-03-122015-03-122015-03-122015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
882,20.94,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-19
883,159.92999999999998,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-04-202015-04-20
884,58.41,2015-01-192015-01-192015-01-192015-01-192015-01-192015-01-19
885,63.660000000000004,2015-01-192015-01-192015-01-192015-01-192015-03-182015-03-182015-03-182015-03-182015-03-18
886,55.43,2015-01-192015-02-162015-02-162015-03-132015-03-132015-03-132015-04-052015-04-052015-04-052015-04-082015-04-222015-04-22
887,327.11999999999995,2015-01-192015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
888,31.199999999999996,2015-01-192015-01-192015-01-19
889,502.75,2015-01-192015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-03-162015-03-16
890,21.200000000000003,2015-01-192015-01-19
891,68.14,2015-01-192015-01-192015-01-192015-01-192015-03-022015-03-022015-03-022015-03-022015-03-142015-03-142015-03-142015-03-14
892,148.67000000000002,2015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-20
893,78.40000000000002,2015-01-202015-01-202015-01-202015-01-202015-01-202015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-03-092015-03-09
894,79.41,2015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-02-092015-02-092015-02-092015-02-092015-04-122015-04-122015-04-122015-04-12
895,5.0600000000000005,2015-01-202015-01-20
896,227.65999999999997,2015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-302015-01-302015-01-30
897,195.22000000000006,2015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-11
898,80.85000000000001,2015-01-202015-01-202015-01-202015-01-202015-03-102015-03-102015-03-102015-03-292015-03-292015-03-29
899,68.9,2015-01-202015-04-132015-04-13
900,264.59000000000003,2015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-02-072015-02-072015-02-072015-02-072015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-13
901,44.25,2015-01-202015-01-202015-01-202015-01-202015-03-282015-03-282015-03-282015-03-28
902,54.3,2015-01-202015-01-202015-01-202015-01-272015-01-272015-02-032015-02-032015-02-032015-02-032015-02-032015-03-012015-03-012015-03-012015-03-01
