顾客编号,大类编码,中类编码,小类编码,销售日期,商品编码,规格型号,商品类型,销售数量,销售金额,商品单价,是否促销
108,22,2205,220513,2015-01-24,DW-2205130089,散装,一般商品,0.63,8.69,13.8,否
834,12,1201,120105,2015-01-24,DW-1201050255,散称,生鲜,0.452,4.34,9.6,否
897,22,2212,221202,2015-01-24,DW-2212020379,160g,一般商品,1.0,11.8,11.8,否
1017,12,1203,120303,2015-01-24,DW-1203030177,散称,生鲜,1.318,4.19,3.18,否
526,31,3117,311702,2015-01-24,DW-3117020054,BCY-3136,一般商品,1.0,6.9,10.0,是
105,12,1201,120101,2015-01-24,DW-1201010025,散称,生鲜,0.5379999999999999,2.13,3.96,否
318,22,2203,220302,2015-01-24,DW-2203020184,104g,一般商品,1.0,7.3,7.5,是
1026,15,1518,151802,2015-01-24,DW-1518020006,243ml,一般商品,12.0,58.8,4.9,否
1026,22,2202,220205,2015-01-24,DW-2202050060,560g,一般商品,1.0,18.9,18.9,否
47,12,1203,120301,2015-01-24,DW-1203010221,散称,生鲜,0.402,6.42,15.98,否
526,22,2207,220709,2015-01-24,DW-2207090084,5g,一般商品,1.0,4.9,4.9,否
526,31,3117,311704,2015-01-24,DW-3117040072,2+1片,一般商品,1.0,16.0,16.0,否
526,31,3117,311704,2015-01-24,DW-3117040073,MTFB3+1,一般商品,1.0,26.0,26.0,否
951,20,2013,201303,2015-01-24,DW-2013030003,100g,一般商品,1.0,3.7,3.7,否
807,12,1201,120102,2015-01-24,DW-1201020045,散称,生鲜,0.7240000000000001,5.5,7.6,否
807,12,1201,120106,2015-01-24,DW-1201060003,散称,生鲜,0.7240000000000001,4.75,6.56,否
47,15,1505,150501,2015-01-24,DW-1505010016,480g,一般商品,1.0,8.6,8.6,否
436,12,1202,120204,2015-01-24,DW-1202048059,散称,生鲜,0.14400000000000002,1.12,7.76,否
436,12,1203,120309,2015-01-24,DW-1203090216,散称,生鲜,0.61,9.7,15.9,否
526,22,2207,220701,2015-01-24,DW-2207010103,40g,一般商品,1.0,9.9,9.9,否
526,30,3006,300604,2015-01-24,DW-3006040206,200g,一般商品,4.0,31.6,7.9,否
526,31,3119,311907,2015-01-24,DW-3119070133,7509,一般商品,1.0,9.0,9.0,否
331,15,1517,151701,2015-01-24,DW-1517010003,60g*10,一般商品,1.0,13.9,16.3,是
763,12,1203,120302,2015-01-24,DW-1203020172,散称,生鲜,1.71,20.49,11.98,否
834,12,1203,120313,2015-01-24,DW-1203130446,散称,生鲜,1.002,13.0,30.0,否
696,12,1202,120204,2015-01-24,DW-1202048059,散称,生鲜,0.27399999999999997,2.13,7.76,否
333,12,1203,120307,2015-01-24,DW-1203070022,散称,生鲜,1.77,10.55,5.96,否
189,12,1203,120301,2015-01-24,DW-1203010204,散称,生鲜,1.4240000000000002,5.67,3.98,否
934,12,1201,120102,2015-01-24,DW-1201020017,散称,生鲜,0.754,1.93,2.56,否
1011,20,2003,200301,2015-01-24,DW-2003010065,114g,一般商品,1.0,3.9,3.9,否
1011,23,2301,230101,2015-01-24,DW-2301010024,500ml,一般商品,2.0,6.0,3.0,否
1021,22,2201,220104,2015-01-24,DW-2201040071,150g,一般商品,1.0,16.9,16.9,否
34,30,3002,300202,2015-01-24,DW-3002020103,50g,一般商品,1.0,1.9,2.7,是
702,20,2002,200299,2015-01-24,DW-2002990008,104*5,一般商品,1.0,14.7,14.7,否
897,22,2203,220302,2015-01-24,DW-2203020029,45g,一般商品,1.0,4.0,4.0,否
299,22,2202,220202,2015-01-24,DW-2202020177,散称,一般商品,0.456,19.9,51.6,是
556,30,3013,301301,2015-01-24,DW-3013010201,90g,一般商品,1.0,8.0,8.0,否
556,31,3117,311702,2015-01-24,DW-3117020053,MHG3+1,一般商品,1.0,8.0,8.0,否
91,20,2014,201403,2015-01-24,DW-2014030007,140g,一般商品,1.0,2.3,2.3,否
1026,22,2201,220112,2015-01-24,DW-2201120135,908g,一般商品,1.0,108.0,108.0,否
804,12,1201,120101,2015-01-24,DW-1201010018,散称,生鲜,0.318,3.82,12.0,否
526,34,3417,341701,2015-01-24,DW-3417010235, ,一般商品,1.0,10.0,10.0,否
331,12,1205,120501,2015-01-24,DW-1205010021,散称,生鲜,0.184,0.8,2.0,否
833,12,1203,120305,2015-01-24,DW-1203050049,散称,生鲜,2.0580000000000003,12.31,5.98,否
763,12,1201,120102,2015-01-24,DW-1201020361,散称,生鲜,0.904,50.62,56.0,否
696,12,1201,120106,2015-01-24,DW-1201060002,散称,生鲜,0.365,6.57,18.0,否
32,15,1518,151802,2015-01-24,DW-1518020050,240ml,一般商品,1.0,5.0,5.0,否
72,12,1203,120309,2015-01-24,DW-1203090210,散称,生鲜,0.866,15.24,17.6,否
1013,22,2202,220205,2015-01-24,DW-2202050126,散称,一般商品,0.18600000000000003,5.54,39.6,是
1020,15,1521,152101,2015-01-24,DW-1521010005,散称,一般商品,1.548,10.5,6.78,否
1020,20,2008,200806,2015-01-24,DW-2008060022,30g,一般商品,1.0,2.3,2.3,否
1021,22,2201,220111,2015-01-24,DW-2201110161,38g,一般商品,1.0,4.3,4.3,否
897,15,1505,150505,2015-01-24,DW-1505050004,100g*10,一般商品,1.0,11.9,11.9,否
965,12,1201,120104,2015-01-24,DW-1201040042,散称,生鲜,0.6,4.68,7.8,否
91,33,3323,332302,2015-01-24,DW-3323020010,24K,一般商品,1.0,0.5,0.5,否
47,12,1203,120313,2015-01-24,DW-1203130446,散称,生鲜,0.442,13.26,30.0,否
526,22,2207,220799,2015-01-24,DW-2207990143,40g,一般商品,1.0,4.9,4.9,否
526,22,2211,221101,2015-01-24,DW-2211012164,285g,一般商品,1.0,14.5,14.5,否
526,31,3110,311019,2015-01-24,DW-3110190031,J-3305,一般商品,1.0,11.0,11.0,否
1024,12,1201,120101,2015-01-24,DW-1201010004,散称,生鲜,0.212,1.19,5.6,否
833,15,1519,151904,2015-01-24,DW-1519040029,300g,一般商品,1.0,7.5,7.5,否
168,20,2014,201401,2015-01-24,DW-2014010078,160g,一般商品,1.0,3.9,3.9,否
1027,30,3013,301303,2015-01-24,DW-3013030328,软毛第二,一般商品,1.0,14.9,14.9,否
1007,10,1001,100101,2015-01-24,DW-1001010194,散称,生鲜,0.77,22.95,29.8,否
735,20,2009,200902,2015-01-24,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
735,20,2013,201306,2015-01-24,DW-2013060030,300g,一般商品,1.0,6.7,6.7,否
853,15,1505,150502,2015-01-24,DW-1505020011,150g,一般商品,15.0,27.9,2.4,是
1028,20,2006,200602,2015-01-24,DW-2006020010,5kg,一般商品,1.0,44.9,44.9,否
226,12,1202,120204,2015-01-24,DW-1202048043,散称,生鲜,0.516,3.59,6.96,否
897,22,2205,220512,2015-01-24,DW-2205120072,散装,一般商品,0.466,13.79,29.6,否
897,22,2208,220801,2015-01-24,DW-2208010003,56g,一般商品,1.0,10.4,10.4,否
965,15,1518,151813,2015-01-24,DW-1518130011,200ml,一般商品,12.0,58.8,5.3,是
556,12,1203,120309,2015-01-24,DW-1203090210,散称,生鲜,1.088,19.15,17.6,否
556,30,3016,301603,2015-01-24,DW-3016030007,10卷,一般商品,1.0,11.9,14.5,是
804,22,2205,220513,2015-01-24,DW-2205130078,98g,一般商品,1.0,3.9,3.9,否
807,12,1202,120204,2015-01-24,DW-1202048043,散称,生鲜,0.5,3.48,6.96,否
696,12,1201,120102,2015-01-24,DW-1201020045,散称,生鲜,0.23800000000000002,1.81,7.6,否
31,20,2002,200201,2015-01-24,DW-2002010078,112g*5,一般商品,1.0,12.0,12.0,否
31,30,3002,300206,2015-01-24,DW-3002060118,408g,一般商品,1.0,3.9,3.9,否
526,31,3110,311099,2015-01-24,DW-3110990071,5220081,一般商品,1.0,20.0,20.0,否
696,12,1201,120104,2015-01-24,DW-1201040027,散称,生鲜,0.254,2.53,9.96,否
833,12,1203,120313,2015-01-24,DW-1203130446,散称,生鲜,0.932,27.96,30.0,否
763,12,1201,120102,2015-01-24,DW-1201020042,散称,生鲜,0.504,3.93,7.8,否
834,20,2006,200602,2015-01-24,DW-2006020013,5kg,一般商品,1.0,84.9,84.9,否
74,30,3006,300604,2015-01-24,DW-3006040173,190g*2,一般商品,1.0,9.7,9.7,否
1013,22,2202,220208,2015-01-24,DW-2202080025,散称,一般商品,0.124,8.66,69.8,否
519,20,2014,201401,2015-01-24,DW-2014010015,60g,一般商品,1.0,0.5,0.5,否
92,12,1203,120309,2015-01-24,DW-1203090210,散称,生鲜,1.726,30.38,17.6,否
934,12,1201,120104,2015-01-24,DW-1201040027,散称,生鲜,0.358,3.57,9.96,否
1017,12,1201,120104,2015-01-24,DW-1201040031,散称,生鲜,0.9059999999999999,2.86,3.16,否
1018,22,2201,220104,2015-01-24,DW-2201040070,散称,一般商品,0.254,16.76,66.0,否
1012,12,1201,120106,2015-01-24,DW-1201060004,散称,生鲜,0.39799999999999996,3.49,16.8,否
982,12,1201,120102,2015-01-24,DW-1201020043,散称,生鲜,0.614,1.11,1.8,否
108,23,2316,231602,2015-01-24,DW-2316020047,20支,一般商品,3.0,22.5,7.5,否
333,15,1518,151804,2015-01-24,DW-1518040041,200g*12,一般商品,1.0,49.9,66.0,是
1020,20,2011,201104,2015-01-24,DW-2011040010,410ml,一般商品,1.0,8.9,8.9,否
1029,23,2310,231099,2015-01-24,DW-2310990018,750ml,一般商品,2.0,51.8,25.9,否
965,12,1205,120501,2015-01-24,DW-1205010017,散称,生鲜,0.725,1.45,2.0,否
965,20,2013,201302,2015-01-24,DW-2013020072,175g,一般商品,1.0,6.5,7.7,是
164,12,1203,120302,2015-01-24,DW-1203020172,散称,生鲜,0.498,5.97,11.98,否
1030,30,3011,301101,2015-01-24,DW-3011013146,38g,一般商品,1.0,21.9,21.9,否
91,33,3319,331999,2015-01-24,DW-3319990034,6253,一般商品,1.0,2.3,2.3,否
934,12,1201,120101,2015-01-24,DW-1201010012,散称,生鲜,1.406,5.57,3.96,否
1011,20,2002,200201,2015-01-24,DW-2002010080,126g*5,一般商品,1.0,12.5,12.5,否
74,15,1518,151807,2015-01-24,DW-1518070001,240ml,一般商品,16.0,44.8,2.8,否
951,20,2013,201303,2015-01-24,DW-2013030092,110g,一般商品,1.0,14.3,14.3,否
47,12,1201,120105,2015-01-24,DW-1201050004,散称,生鲜,0.102,0.61,5.98,否
436,12,1201,120102,2015-01-24,DW-1201020029,散称,生鲜,0.377,1.49,3.96,否
1031,22,2207,220799,2015-01-24,DW-2207990066,5.5g,一般商品,1.0,1.0,1.0,否
1026,15,1518,151804,2015-01-24,DW-1518040041,200g*12,一般商品,1.0,49.9,66.0,是
318,22,2203,220302,2015-01-24,DW-2203020181,104g,一般商品,1.0,7.5,7.5,否
696,12,1201,120101,2015-01-24,DW-1201010020, ,生鲜,1.0,4.98,4.98,否
696,12,1201,120106,2015-01-24,DW-1201060010,散称,生鲜,0.298,2.68,9.0,否
833,22,2202,220299,2015-01-24,DW-2202990074,168g,一般商品,1.0,6.9,11.3,是
168,12,1201,120104,2015-01-24,DW-1201040010,散称,生鲜,0.37200000000000005,0.96,2.58,否
434,30,3013,301303,2015-01-24,DW-3013030328,软毛第二,一般商品,1.0,14.9,14.9,否
934,12,1201,120106,2015-01-24,DW-1201060002,散称,生鲜,0.336,6.05,18.0,否
934,30,3018,301801,2015-01-24,DW-3018010289,8片,一般商品,1.0,9.9,9.9,否
1011,12,1201,120104,2015-01-24,DW-1201040035,散称,生鲜,0.33399999999999996,3.21,9.6,否
1011,20,2001,200105,2015-01-24,DW-2001050031,40g,一般商品,1.0,1.5,1.5,否
72,12,1203,120309,2015-01-24,DW-1203090328,计量,生鲜,2.0,20.0,10.0,否
32,15,1518,151806,2015-01-24,DW-1518060019,230ml,一般商品,1.0,2.8,2.8,否
763,12,1201,120101,2015-01-24,DW-1201010021,散称,生鲜,0.46399999999999997,3.04,6.56,否
763,12,1201,120104,2015-01-24,DW-1201040004,散称,生鲜,0.418,2.42,5.8,否
1007,20,2009,200903,2015-01-24,DW-2009030002,散称,一般商品,2.0,13.6,6.8,否
436,12,1201,120101,2015-01-24,DW-1201010395,散称,生鲜,0.546,3.28,6.0,否
31,30,3018,301802,2015-01-24,DW-3018020277,4片,一般商品,1.0,5.6,6.3,是
526,33,3320,332006,2015-01-24,DW-3320060010,24色,一般商品,1.0,20.5,20.5,否
1017,12,1201,120106,2015-01-24,DW-1201060003,散称,生鲜,0.21600000000000003,1.5,6.56,否
1011,12,1201,120102,2015-01-24,DW-1201020029,散称,生鲜,0.26899999999999996,1.07,3.96,否
897,22,2207,220701,2015-01-24,DW-2207010109,78g,一般商品,1.0,5.5,5.5,否
1014,22,2203,220301,2015-01-24,DW-2203010111,160g,一般商品,1.0,5.9,8.7,是
1029,21,2106,210601,2015-01-24,DW-2106010023,600g,一般商品,1.0,40.9,40.9,否
1007,12,1201,120101,2015-01-24,DW-1201010019,散称,生鲜,2.737,5.36,1.96,否
1018,22,2203,220302,2015-01-24,DW-2203020166,104g,一般商品,1.0,8.5,8.5,否
91,12,1203,120301,2015-01-24,DW-1203010293,散称,生鲜,0.564,5.64,10.0,否
91,15,1518,151802,2015-01-24,DW-1518020001,250ml,一般商品,1.0,3.5,3.5,否
91,15,1521,152101,2015-01-24,DW-1521010005,散称,一般商品,1.626,11.02,6.78,否
34,22,2206,220699,2015-01-24,DW-2206990041,散称,一般商品,0.326,19.56,60.0,否
897,12,1201,120104,2015-01-24,DW-1201040026,散称,生鲜,0.7559999999999999,1.5,1.98,否
91,20,2005,200599,2015-01-24,DW-2005990030,800g,一般商品,1.0,4.9,4.9,否
804,12,1201,120106,2015-01-24,DW-1201060010,散称,生鲜,0.174,1.57,9.0,否
164,12,1203,120301,2015-01-24,DW-1203010293,散称,生鲜,0.368,3.68,10.0,否
804,23,2309,230907,2015-01-24,DW-2309070014,330ml,一般商品,1.0,2.5,2.5,否
951,20,2013,201303,2015-01-24,DW-2013030085,140g,一般商品,1.0,6.7,6.7,否
47,12,1201,120102,2015-01-24,DW-1201020362,散称,生鲜,0.266,1.06,3.98,否
436,12,1201,120104,2015-01-24,DW-1201040036,散称,生鲜,1.092,1.97,1.8,否
31,30,3018,301801,2015-01-24,DW-3018010151,5片,一般商品,1.0,5.7,5.7,否
807,12,1202,120201,2015-01-24,DW-1202018073,散称,生鲜,0.507,1.5,2.96,否
807,15,1508,150802,2015-01-24,DW-1508020008,400g,一般商品,1.0,6.3,6.3,否
47,12,1201,120102,2015-01-24,DW-1201020010,散称,生鲜,0.546,2.07,3.8,否
1022,12,1203,120307,2015-01-24,DW-1203070022,散称,生鲜,3.985,23.75,5.96,否
31,13,1306,130603,2015-01-24,DW-1306030023,散称,生鲜,0.212,5.94,28.0,否
31,15,1521,152101,2015-01-24,DW-1521010005,散称,一般商品,0.828,5.61,6.78,否
31,20,2005,200501,2015-01-24,DW-2005010119,800g,一般商品,1.0,3.9,6.7,是
31,30,3013,301303,2015-01-24,DW-3013030002,2115,一般商品,1.0,2.0,2.0,否
526,30,3016,301608,2015-01-24,DW-3016080127,200抽*3,一般商品,4.0,39.6,15.9,是
1024,12,1201,120104,2015-01-24,DW-1201040035,散称,生鲜,0.392,3.76,9.6,否
526,31,3122,312205,2015-01-24,DW-3122050064,70,一般商品,1.0,6.9,8.0,是
24,12,1203,120303,2015-01-24,DW-1203030184,散称,生鲜,1.632,6.53,4.0,否
1032,15,1518,151801,2015-01-24,DW-1518010002,250ml,一般商品,24.0,58.8,3.0,是
696,12,1201,120101,2015-01-24,DW-1201010012,散称,生鲜,0.96,3.8,3.96,否
696,12,1201,120106,2015-01-24,DW-1201060003,散称,生鲜,0.20199999999999999,1.33,6.56,否
32,15,1518,151806,2015-01-24,DW-1518060020,230ml,一般商品,6.0,16.8,2.8,否
1024,15,1512,151299,2015-01-24,DW-1512990001,500g,一般商品,1.0,8.3,8.3,否
1015,12,1205,120501,2015-01-24,DW-1205010195,散称,生鲜,0.31,15.5,50.0,否
72,12,1203,120306,2015-01-24,DW-1203060094,散称,生鲜,1.3259999999999998,13.21,9.96,否
1030,15,1519,151902,2015-01-24,DW-1519020024,散称,一般商品,0.314,5.3,17.8,否
1017,12,1201,120102,2015-01-24,DW-1201020029,散称,生鲜,1.62,6.42,3.96,否
1017,12,1203,120309,2015-01-24,DW-1203090216,散称,生鲜,0.69,13.78,15.9,否
1015,22,2203,220306,2015-01-24,DW-2203060010,650g,一般商品,2.0,67.8,33.9,否
72,10,1001,100102,2015-01-24,DW-1001020104,散称,生鲜,0.968,30.01,31.0,否
74,30,3013,301301,2015-01-24,DW-3013010007,150g,一般商品,1.0,26.9,26.9,否
519,20,2014,201401,2015-01-24,DW-2014010014,60g,一般商品,1.0,0.5,0.5,否
519,34,3415,341504,2015-01-24,DW-3415040066,50*25,一般商品,1.0,7.9,12.0,是
1016,30,3006,300602,2015-01-24,DW-3006020027,2000g,一般商品,1.0,35.9,35.9,否
74,15,1505,150505,2015-01-24,DW-1505050005,150g,一般商品,5.0,11.5,2.3,否
74,30,3013,301301,2015-01-24,DW-3013010006,90g,一般商品,1.0,18.9,18.9,否
526,31,3110,311014,2015-01-24,DW-3110140034,JW-028,一般商品,6.0,60.0,10.0,否
526,34,3417,341701,2015-01-24,DW-3417010299,S120,一般商品,1.0,37.5,37.5,否
1020,20,2015,201505,2015-01-24,DW-2015050015,198g,一般商品,1.0,8.9,8.9,否
1012,12,1203,120307,2015-01-24,DW-1203070022,散称,生鲜,1.3219999999999998,7.88,5.96,否
1021,22,2206,220608,2015-01-24,DW-2206080038,115g,一般商品,1.0,28.8,28.8,否
34,22,2204,220403,2015-01-24,DW-2204030375,散称,一般商品,0.368,17.59,47.8,否
702,15,1517,151704,2015-01-24,DW-1517040002,35g*10,一般商品,1.0,6.6,8.3,是
702,20,2001,200105,2015-01-24,DW-2001050023,26g,一般商品,1.0,0.5,0.5,否
226,15,1521,152101,2015-01-24,DW-1521010005,散称,一般商品,1.864,12.64,6.78,否
965,12,1201,120104,2015-01-24,DW-1201040010,散称,生鲜,0.7929999999999999,2.05,2.58,否
164,12,1201,120101,2015-01-24,DW-1201010020, ,生鲜,1.0,4.98,4.98,否
1011,12,1201,120103,2015-01-24,DW-1201030001,散称,生鲜,0.5,0.88,1.76,否
1013,15,1505,150599,2015-01-24,DW-1505990006,90g,一般商品,1.0,3.9,5.5,是
1013,22,2202,220208,2015-01-24,DW-2202080026,散称,一般商品,0.134,3.18,33.8,是
845,12,1201,120104,2015-01-24,DW-1201040026,散称,生鲜,0.609,1.21,1.98,否
353,30,3006,300699,2015-01-24,DW-3006990002,200ml,一般商品,1.0,16.9,16.9,否
965,12,1201,120104,2015-01-24,DW-1201040035,散称,生鲜,0.23800000000000002,2.28,9.6,否
965,22,2206,220607,2015-01-24,DW-2206070129,95g,一般商品,1.0,4.0,4.0,否
556,15,1518,151804,2015-01-24,DW-1518040025,250ml,一般商品,1.0,1.6,2.0,是
556,23,2306,230602,2015-01-24,DW-2306020022,500ml,一般商品,1.0,4.0,4.0,否
804,11,1101,110107,2015-01-24,DW-1101070017,散称,生鲜,0.22,6.6,30.0,否
804,15,1517,151701,2015-01-24,DW-1517010002,40g*10,一般商品,1.0,10.9,13.3,是
31,30,3013,301304,2015-01-24,DW-3013040007,818,一般商品,1.0,4.0,4.0,否
526,22,2211,221101,2015-01-24,DW-2211012202,220g,联营商品,1.0,10.8,10.8,否
897,22,2205,220512,2015-01-24,DW-2205120079,75g,一般商品,1.0,4.3,4.3,否
434,30,3016,301609,2015-01-24,DW-3016090107,80片,一般商品,1.0,14.7,14.7,否
556,30,3008,300801,2015-01-24,DW-3008011018,200ml,一般商品,1.0,20.9,20.9,否
804,22,2206,220606,2015-01-24,DW-2206060002,30g,一般商品,1.0,17.5,17.5,否
804,12,1202,120201,2015-01-24,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
804,22,2207,220799,2015-01-24,DW-2207990076,30g,一般商品,1.0,3.3,3.3,否
950,23,2314,231404,2015-01-24,DW-2314040059,3.8%275ml,一般商品,1.0,13.8,13.8,否
807,12,1201,120101,2015-01-24,DW-1201010006,散称,生鲜,0.07,0.84,12.0,否
436,12,1201,120104,2015-01-24,DW-1201040016,散称,生鲜,0.598,0.96,1.6,否
526,22,2211,221101,2015-01-24,DW-2211012200,220g,联营商品,1.0,10.8,10.8,否
763,12,1201,120107,2015-01-24,DW-1201070001,散称,生鲜,0.679,3.4,5.0,否
834,12,1201,120105,2015-01-24,DW-1201050004,散称,生鲜,0.6,3.3,5.98,否
1011,23,2301,230101,2015-01-24,DW-2301010021,500ml,一般商品,2.0,6.0,3.0,否
436,12,1201,120101,2015-01-24,DW-1201010018,散称,生鲜,0.512,6.14,12.0,否
31,30,3004,300403,2015-01-24,DW-3004030008,75ml,一般商品,1.0,10.9,10.9,否
526,30,3006,300604,2015-01-24,DW-3006040199,226g*2,一般商品,4.0,27.6,8.9,是
526,31,3119,311907,2015-01-24,DW-3119070138,QM-563,一般商品,1.0,15.0,15.0,否
1012,12,1201,120102,2015-01-24,DW-1201020010,散称,生鲜,1.055,4.01,3.8,否
1012,15,1521,152101,2015-01-24,DW-1521010005,散称,一般商品,1.062,7.2,6.78,否
1019,30,3002,300203,2015-01-24,DW-3002030020,488ml,一般商品,1.0,2.8,3.5,是
75,12,1202,120201,2015-01-24,DW-1202018269,块,生鲜,1.0,2.0,2.0,否
75,20,2011,201101,2015-01-24,DW-2011010008,500ml,一般商品,1.0,7.2,7.3,否
75,20,2011,201102,2015-01-24,DW-2011020008,500mL,一般商品,1.0,7.7,7.7,否
553,12,1203,120307,2015-01-24,DW-1203070022,散称,生鲜,1.0959999999999999,6.53,5.96,否
353,30,3003,300306,2015-01-24,DW-3003060018,60g,一般商品,1.0,7.9,7.9,否
804,12,1201,120104,2015-01-24,DW-1201040049,散称,生鲜,0.204,1.18,5.8,否
804,20,2015,201505,2015-01-24,DW-2015050015,198g,一般商品,1.0,8.9,8.9,否
833,23,2316,231602,2015-01-24,DW-2316020020,20支,一般商品,1.0,11.0,11.0,否
834,12,1203,120309,2015-01-24,DW-1203090216,散称,生鲜,1.092,17.36,15.9,否
976,15,1505,150501,2015-01-25,DW-1505010020,1100g,一般商品,1.0,22.9,22.9,否
1033,20,2013,201302,2015-01-25,DW-2013020105,280g,一般商品,1.0,7.9,7.9,否
1033,30,3016,301608,2015-01-25,DW-3016080114,200抽*3,一般商品,1.0,6.9,9.7,是
1034,20,2008,200805,2015-01-25,DW-2008050049,40g,一般商品,1.0,6.7,6.7,否
1035,12,1201,120102,2015-01-25,DW-1201020029,散称,生鲜,0.6629999999999999,2.63,3.96,否
619,22,2208,220801,2015-01-25,DW-2208010050,40粒,一般商品,1.0,10.9,10.9,否
1036,12,1202,120201,2015-01-25,DW-1202018073,散称,生鲜,0.573,1.7,2.96,否
1033,22,2202,220208,2015-01-25,DW-2202080021,散称,一般商品,0.248,3.9,27.8,是
1035,22,2202,220202,2015-01-25,DW-2202020177,散称,一般商品,0.226,9.85,51.6,是
1037,30,3017,301701,2015-01-25,DW-3017010315,XL17片,一般商品,1.0,36.9,36.9,否
1038,12,1201,120101,2015-01-25,DW-1201010004,散称,生鲜,0.289,1.62,5.6,否
1036,12,1201,120101,2015-01-25,DW-1201010023,散称,生鲜,0.67,1.72,2.56,否
1037,22,2206,220608,2015-01-25,DW-2206080062,50g,一般商品,1.0,6.9,9.5,是
976,15,1521,152101,2015-01-25,DW-1521010005,散称,一般商品,0.966,6.55,6.78,否
1033,20,2015,201504,2015-01-25,DW-2015040002,184g,一般商品,1.0,7.9,7.9,否
1033,22,2210,221003,2015-01-25,DW-2210030050,108g,一般商品,1.0,3.5,3.5,否
1034,12,1203,120309,2015-01-25,DW-1203090210,散称,生鲜,0.7559999999999999,13.31,17.6,否
1039,20,2010,201003,2015-01-25,DW-2010030030,5L,一般商品,1.0,89.0,109.0,是
1040,15,1505,150504,2015-01-25,DW-1505040040,340ml*2,一般商品,1.0,9.9,9.9,否
92,20,2006,200606,2015-01-25,DW-2006060020,散称,一般商品,1.006,14.99,14.9,否
355,12,1201,120104,2015-01-25,DW-1201040010,散称,生鲜,0.769,1.98,2.58,否
355,12,1201,120105,2015-01-25,DW-1201050255,散称,生鲜,0.154,1.48,9.6,否
1041,13,1301,130102,2015-01-25,DW-1301020001,散称,联营商品,0.578,20.58,35.6,否
1042,22,2203,220301,2015-01-25,DW-2203010017,520g,一般商品,1.0,19.9,19.9,否
1038,12,1201,120109,2015-01-25,DW-1201090032,散称,生鲜,0.34,2.71,7.96,否
217,12,1201,120101,2015-01-25,DW-1201010023,散称,生鲜,0.7,1.79,2.56,否
217,12,1201,120101,2015-01-25,DW-1201010395,散称,生鲜,0.69,4.14,6.0,否
1043,15,1521,152101,2015-01-25,DW-1521010005,散称,一般商品,1.564,10.6,6.78,否
247,22,2203,220302,2015-01-25,DW-2203020059,60g,一般商品,1.0,4.0,4.0,否
353,20,2001,200199,2015-01-25,DW-2001990004,111g*5,一般商品,1.0,14.7,14.7,否
976,20,2014,201401,2015-01-25,DW-2014010012,60g,一般商品,1.0,0.5,0.5,否
1042,23,2307,230703,2015-01-25,DW-2307030035,145ml*8,一般商品,1.0,24.9,24.9,否
1044,12,1203,120302,2015-01-25,DW-1203020175,散称,生鲜,2.48,68.94,27.8,否
1044,15,1518,151801,2015-01-25,DW-1518010006,250ml*12,一般商品,1.0,65.0,65.0,否
628,22,2201,220102,2015-01-25,DW-2201020165,104g,一般商品,1.0,6.9,6.9,否
628,22,2206,220605,2015-01-25,DW-2206050170,80g,一般商品,1.0,13.5,13.5,否
212,12,1203,120313,2015-01-25,DW-1203130446,散称,生鲜,0.42200000000000004,12.66,30.0,否
1034,20,2011,201104,2015-01-25,DW-2011040002,500ml,一般商品,1.0,11.3,11.3,否
104,10,1004,100402,2015-01-25,DW-1004020001,散称,生鲜,0.6859999999999999,24.56,35.8,否
1045,20,2011,201107,2015-01-25,DW-2011070010,480mL,一般商品,1.0,3.8,3.8,否
